support,itemsets
0.0037276196066921047,frozenset({'Carlson Havarti Cheese'})
0.0037276196066921047,frozenset({'Carlson Sour Cream'})
0.0037276196066921047,frozenset({'Super Salt'})
0.0037276196066921047,frozenset({'Better Chicken Soup'})
0.0037276196066921047,frozenset({'Better Chicken Noodle Soup'})
0.0037276196066921047,frozenset({'Black Tie Eyeglass Screwdriver'})
0.0036982682712063397,frozenset({'Just Right Turkey Noodle Soup'})
0.0036982682712063397,frozenset({'Best Choice Dried Dates'})
0.0036982682712063397,frozenset({'Monarch Manicotti'})
0.0036982682712063397,frozenset({'Hermanos Green Pepper'})
0.0036982682712063397,frozenset({'Hermanos Elephant Garlic'})
0.0036982682712063397,frozenset({'Steady Whitening Toothpast'})
0.0036982682712063397,frozenset({'BBB Best Brown Sugar'})
0.0036982682712063397,frozenset({'Super White Sugar'})
0.0036982682712063397,frozenset({'Best Oatmeal'})
0.003668916935720575,frozenset({'Thresher Semi-Sweet Chocolate Bar'})
0.003668916935720575,frozenset({'Hermanos Potatos'})
0.003668916935720575,frozenset({'Great Wheat Bread'})
0.003668916935720575,frozenset({'Imagine Frozen Corn'})
0.003668916935720575,frozenset({'Big Time Chicken TV Dinner'})
0.003668916935720575,frozenset({'Super Strawberry Jelly'})
0.003668916935720575,frozenset({'Hilltop Silky Smooth Hair Conditioner'})
0.003668916935720575,frozenset({'Steady 200 MG Ibuprofen'})
0.003668916935720575,frozenset({'Carlson Low Fat String Cheese'})
0.0036395656002348106,frozenset({'Best Choice Chocolate Donuts'})
0.0036395656002348106,frozenset({'Pearl White Zinfandel Wine'})
0.0036395656002348106,frozenset({'Steady 200 MG Acetominifen'})
0.0036395656002348106,frozenset({'Horatio Frosted Cookies'})
0.0036395656002348106,frozenset({'High Top New Potatos'})
0.0036395656002348106,frozenset({'Hermanos Macintosh Apples'})
0.0036395656002348106,frozenset({'Even Better Strawberry Yogurt'})
0.0036395656002348106,frozenset({'Nationeel Raspberry Fruit Roll'})
0.0036395656002348106,frozenset({'Big Time Frozen Cheese Pizza'})
0.0036395656002348106,frozenset({'Red Wing Plastic Forks'})
0.0036395656002348106,frozenset({'CDR Strawberry Preserves'})
0.0036395656002348106,frozenset({'Musial Bubble Gum'})
0.0036395656002348106,frozenset({'Consolidated Childrens Cold Remedy'})
0.0036395656002348106,frozenset({'Ebony Fresh Lima Beans'})
0.0036395656002348106,frozenset({'Musial Tasty Candy Bar'})
0.0036395656002348106,frozenset({'Carrington Frozen Chicken Wings'})
0.0036395656002348106,frozenset({'Fast Chocolate Chip Cookies'})
0.003610214264749046,frozenset({'Monarch Rice Medly'})
0.003610214264749046,frozenset({'Imagine Frozen Cheese Pizza'})
0.003610214264749046,frozenset({'Thresher Spicy Mints'})
0.003610214264749046,frozenset({'Nationeel Avocado Dip'})
0.003610214264749046,frozenset({'Ebony Green Pepper'})
0.003610214264749046,frozenset({'High Top Corn on the Cob'})
0.003610214264749046,frozenset({'Hermanos Peaches'})
0.003610214264749046,frozenset({'Red Wing AA-Size Batteries'})
0.003610214264749046,frozenset({'Nationeel Strawberry Fruit Roll'})
0.003610214264749046,frozenset({'Best Choice Low Fat Popcorn'})
0.003610214264749046,frozenset({'Bravo Fancy Canned Anchovies'})
0.003610214264749046,frozenset({'Red Wing Tissues'})
0.003610214264749046,frozenset({'Tell Tale Baby Onion'})
0.003610214264749046,frozenset({'Pleasant Fancy Canned Oysters'})
0.003610214264749046,frozenset({'Carrington Apple Cinnamon Waffles'})
0.003610214264749046,frozenset({'CDR Vegetable Oil'})
0.003610214264749046,frozenset({'Atomic White Chocolate Bar'})
0.0035808629292632815,frozenset({'Skinner Apple Juice'})
0.0035808629292632815,frozenset({'Sphinx English Muffins'})
0.0035808629292632815,frozenset({'Good Imported Beer'})
0.0035808629292632815,frozenset({'Good Chardonnay Wine'})
0.0035808629292632815,frozenset({'Hilltop Apricot Shampoo'})
0.0035808629292632815,frozenset({'PigTail Ice Cream'})
0.0035808629292632815,frozenset({'Excellent Cranberry Juice'})
0.0035808629292632815,frozenset({'Carrington Ice Cream Sandwich'})
0.0035808629292632815,frozenset({'Red Wing Glass Cleaner'})
0.0035808629292632815,frozenset({'Ebony Corn on the Cob'})
0.0035808629292632815,frozenset({'Sunset Plastic Forks'})
0.0035808629292632815,frozenset({'Sunset Economy Toilet Brush'})
0.0035808629292632815,frozenset({'Imagine Popsicles'})
0.0035808629292632815,frozenset({'Best Choice Fudge Cookies'})
0.0035808629292632815,frozenset({'Better Canned Tuna in Water'})
0.0035808629292632815,frozenset({'Better Canned String Beans'})
0.0035808629292632815,frozenset({'Urban Egg Substitute'})
0.0035808629292632815,frozenset({'Mighty Good Monthly Sports Magazine'})
0.0035808629292632815,frozenset({'Best Choice Golden Raisins'})
0.0035808629292632815,frozenset({'Better Fancy Canned Anchovies'})
0.0035808629292632815,frozenset({'Horatio Apple Fruit Roll'})
0.0035808629292632815,frozenset({'Imagine Frozen Chicken Wings'})
0.0035808629292632815,frozenset({'Moms Chicken Hot Dogs'})
0.0035808629292632815,frozenset({'Moms Low Fat Cole Slaw'})
0.003551511593777517,frozenset({'Nationeel Graham Crackers'})
0.003551511593777517,frozenset({'Just Right Fancy Canned Oysters'})
0.003551511593777517,frozenset({'Swell Canned Peaches'})
0.003551511593777517,frozenset({'Urban Large Brown Eggs'})
0.003551511593777517,frozenset({'Better Rice Soup'})
0.003551511593777517,frozenset({'Better Noodle Soup'})
0.003551511593777517,frozenset({'Gauss Monthly Auto Magazine'})
0.003551511593777517,frozenset({'Token Cranberry Juice'})
0.003551511593777517,frozenset({'BBB Best Strawberry Jelly'})
0.003551511593777517,frozenset({'Fort West BBQ Potato Chips'})
0.003551511593777517,frozenset({'Carrington Frozen Chicken Breast'})
0.003551511593777517,frozenset({'Imagine Fajita French Fries'})
0.003551511593777517,frozenset({'Ship Shape Seasoned Hamburger'})
0.003551511593777517,frozenset({'Super Apple Jam'})
0.003551511593777517,frozenset({'Consolidated Mint Mouthwash'})
0.003551511593777517,frozenset({'Cormorant 60 Watt Lightbulb'})
0.003551511593777517,frozenset({'Cormorant Paper Cups'})
0.003551511593777517,frozenset({'BBB Best Apple Butter'})
0.003551511593777517,frozenset({'Ebony Lettuce'})
0.003551511593777517,frozenset({'Toucan Canned Mixed Fruit'})
0.003551511593777517,frozenset({'Carrington Beef TV Dinner'})
0.003551511593777517,frozenset({'Sphinx Muffins'})
0.003551511593777517,frozenset({'Big Time Low Fat Waffles'})
0.003551511593777517,frozenset({'Thresher Bubble Gum'})
0.003551511593777517,frozenset({'Tell Tale Lemons'})
0.0035221602582917524,frozenset({'Landslide Vegetable Oil'})
0.0035221602582917524,frozenset({'Super Apple Preserves'})
0.0035221602582917524,frozenset({'Super Apple Jelly'})
0.0035221602582917524,frozenset({'Fabulous Strawberry Drink'})
0.0035221602582917524,frozenset({'Tell Tale Sweet Onion'})
0.0035221602582917524,frozenset({'Fabulous Orange Juice'})
0.0035221602582917524,frozenset({'Carlson Cheese Spread'})
0.0035221602582917524,frozenset({'Hermanos Squash'})
0.0035221602582917524,frozenset({'Hermanos Tomatos'})
0.0035221602582917524,frozenset({'Excellent Cream Soda'})
0.0035221602582917524,frozenset({'Landslide Apple Butter'})
0.0035221602582917524,frozenset({'Consolidated Silky Smooth Hair Conditioner'})
0.0035221602582917524,frozenset({'Imagine Frozen Mushroom Pizza'})
0.0035221602582917524,frozenset({'Even Better Large Curd Cottage Cheese'})
0.0035221602582917524,frozenset({'Even Better Havarti Cheese'})
0.0035221602582917524,frozenset({'Ebony Squash'})
0.0035221602582917524,frozenset({'Red Wing Counter Cleaner'})
0.0035221602582917524,frozenset({'Sunset Glass Cleaner'})
0.0035221602582917524,frozenset({'Hilltop Deodorant'})
0.0035221602582917524,frozenset({'Steady Conditioning Shampoo'})
0.0035221602582917524,frozenset({'Tri-State Plums'})
0.0035221602582917524,frozenset({'Horatio Raspberry Fruit Roll'})
0.0035221602582917524,frozenset({'Hilltop Conditioning Shampoo'})
0.0035221602582917524,frozenset({'Akron Eyeglass Screwdriver'})
0.0035221602582917524,frozenset({'Urban Small Brown Eggs'})
0.0035221602582917524,frozenset({'Tell Tale Firm Tofu'})
0.0035221602582917524,frozenset({'Great Bagels'})
0.0035221602582917524,frozenset({'Bird Call Conditioning Shampoo'})
0.0035221602582917524,frozenset({'Tell Tale Lettuce'})
0.0034928089228059875,frozenset({'Carrington Low Fat Waffles'})
0.0034928089228059875,frozenset({'Red Wing Copper Pot Scrubber'})
0.0034928089228059875,frozenset({'Fabulous Cranberry Juice'})
0.0034928089228059875,frozenset({'Hilltop 200 MG Acetominifen'})
0.0034928089228059875,frozenset({'Pearl Imported Beer'})
0.0034928089228059875,frozenset({'Lake Low Fat Cole Slaw'})
0.0034928089228059875,frozenset({'Excellent Mango Drink'})
0.0034928089228059875,frozenset({'Thresher Mint Chocolate Bar'})
0.0034928089228059875,frozenset({'Bird Call 200 MG Ibuprofen'})
0.0034928089228059875,frozenset({'Hilltop Toothpaste'})
0.0034928089228059875,frozenset({'Dollar Monthly Home Magazine'})
0.0034928089228059875,frozenset({'Moms Pimento Loaf'})
0.0034928089228059875,frozenset({'Carrington Frozen Corn'})
0.0034928089228059875,frozenset({'Hermanos Golden Delcious Apples'})
0.0034928089228059875,frozenset({'Hermanos Onions'})
0.0034928089228059875,frozenset({'Carlson Sharp Cheddar Cheese'})
0.0034928089228059875,frozenset({'Horatio Salted Pretzels'})
0.0034928089228059875,frozenset({'Pleasant Canned Tuna in Water'})
0.0034928089228059875,frozenset({'Great White Bread'})
0.0034928089228059875,frozenset({'Big Time Frozen Chicken Thighs'})
0.0034928089228059875,frozenset({'Nationeel Lemon Cookies'})
0.0034928089228059875,frozenset({'BBB Best French Roast Coffee'})
0.0034928089228059875,frozenset({'Carlson Head Cheese'})
0.0034928089228059875,frozenset({'Nationeel Fondue Mix'})
0.0034928089228059875,frozenset({'Golden Blueberry Waffles'})
0.0034928089228059875,frozenset({'Big Time Pancake Mix'})
0.0034928089228059875,frozenset({'Framton City Map'})
0.003463457587320223,frozenset({'Carrington Low Fat French Fries'})
0.003463457587320223,frozenset({'Sphinx Bagels'})
0.003463457587320223,frozenset({'Red Wing 25 Watt Lightbulb'})
0.003463457587320223,frozenset({'Best Choice No Salt Popcorn'})
0.003463457587320223,frozenset({'Cormorant 25 Watt Lightbulb'})
0.003463457587320223,frozenset({'Token Mango Drink'})
0.003463457587320223,frozenset({'Swell Canned Mixed Fruit'})
0.003463457587320223,frozenset({'Plato Strawberry Jelly'})
0.003463457587320223,frozenset({'Great Blueberry Muffins'})
0.003463457587320223,frozenset({'Pleasant Chicken Noodle Soup'})
0.003463457587320223,frozenset({'Great Rye Bread'})
0.003463457587320223,frozenset({'Red Wing 75 Watt Lightbulb'})
0.003463457587320223,frozenset({'Big Time Grape Popsicles'})
0.003463457587320223,frozenset({'Hilltop Dishwasher Detergent'})
0.003463457587320223,frozenset({'Moms Sliced Chicken'})
0.003463457587320223,frozenset({'Hilltop Extra Moisture Shampoo'})
0.003463457587320223,frozenset({'Bravo Fancy Canned Oysters'})
0.003463457587320223,frozenset({'Tri-State Potatos'})
0.003463457587320223,frozenset({'Nationeel Grape Fruit Roll'})
0.003463457587320223,frozenset({'Consolidated Multi-Symptom Cold Remedy'})
0.003463457587320223,frozenset({'Golden Frozen Carrots'})
0.003463457587320223,frozenset({'Carlson Chocolate Milk'})
0.003463457587320223,frozenset({'Carrington Blueberry Waffles'})
0.003463457587320223,frozenset({'Super Creamy Peanut Butter'})
0.003463457587320223,frozenset({'Golden Chicken TV Dinner'})
0.003463457587320223,frozenset({'Golden Frozen Cheese Pizza'})
0.003463457587320223,frozenset({'Super Apple Butter'})
0.003463457587320223,frozenset({'Big Time Orange Popsicles'})
0.003463457587320223,frozenset({'Skinner Orange Juice'})
0.0034341062518344584,frozenset({'Hilltop Buffered Aspirin'})
0.0034341062518344584,frozenset({'Denny 60 Watt Lightbulb'})
0.0034341062518344584,frozenset({'Sunset AAA-Size Batteries'})
0.0034341062518344584,frozenset({'Footnote Extra Lean Hamburger'})
0.0034341062518344584,frozenset({'Red Wing Paper Cups'})
0.0034341062518344584,frozenset({'Nationeel Apple Fruit Roll'})
0.0034341062518344584,frozenset({'Red Wing Plastic Knives'})
0.0034341062518344584,frozenset({'Red Wing Soft Napkins'})
0.0034341062518344584,frozenset({'High Top Oranges'})
0.0034341062518344584,frozenset({'Applause Canned Peaches'})
0.0034341062518344584,frozenset({'Mighty Good Monthly Fashion Magazine'})
0.0034341062518344584,frozenset({'Faux Products Multi-Symptom Cold Remedy'})
0.0034341062518344584,frozenset({'Footnote Seasoned Hamburger'})
0.0034341062518344584,frozenset({'Steady Apricot Shampoo'})
0.0034341062518344584,frozenset({'Landslide Canola Oil'})
0.0034341062518344584,frozenset({'Lake Potato Salad'})
0.0034341062518344584,frozenset({'Medalist Rice Medly'})
0.0034341062518344584,frozenset({'Hermanos Mixed Nuts'})
0.0034341062518344584,frozenset({'Pearl Chablis Wine'})
0.0034341062518344584,frozenset({'Ebony Sweet Onion'})
0.0034341062518344584,frozenset({'High Quality Room Freshener'})
0.0034341062518344584,frozenset({'Hermanos Oranges'})
0.0034341062518344584,frozenset({'Red Wing Economy Toilet Brush'})
0.0034341062518344584,frozenset({'Good Light Beer'})
0.0034341062518344584,frozenset({'High Quality Scented Toilet Tissue'})
0.0034341062518344584,frozenset({'Fabulous Apple Juice'})
0.0034341062518344584,frozenset({'Best Choice Fondue Mix'})
0.0034341062518344584,frozenset({'Booker Large Curd Cottage Cheese'})
0.0034341062518344584,frozenset({'Tell Tale Corn on the Cob'})
0.0034341062518344584,frozenset({'Black Tie City Map'})
0.0034341062518344584,frozenset({'Carrington Grape Popsicles'})
0.0034341062518344584,frozenset({'Tri-State Honey Dew'})
0.0034341062518344584,frozenset({'Carrington Frozen Pepperoni Pizza'})
0.0034341062518344584,frozenset({'Top Measure Chardonnay'})
0.0034341062518344584,frozenset({'Carrington Frozen Mushroom Pizza'})
0.0034341062518344584,frozenset({'Cormorant Toilet Paper'})
0.0034341062518344584,frozenset({'Big Time Apple Cinnamon Waffles'})
0.0034341062518344584,frozenset({'Cormorant Paper Plates'})
0.003404754916348694,frozenset({'Hermanos Mandarin Oranges'})
0.003404754916348694,frozenset({'Nationeel Potato Chips'})
0.003404754916348694,frozenset({'Sunset Large Sponge'})
0.003404754916348694,frozenset({'Fabulous Cream Soda'})
0.003404754916348694,frozenset({'Tri-State Corn on the Cob'})
0.003404754916348694,frozenset({'Big Time Lemon Popsicles'})
0.003404754916348694,frozenset({'Fabulous Mango Drink'})
0.003404754916348694,frozenset({'Horatio Low Fat Chips'})
0.003404754916348694,frozenset({'Tri-State Peaches'})
0.003404754916348694,frozenset({'BBB Best Apple Jam'})
0.003404754916348694,frozenset({'Gorilla Low Fat Cottage Cheese'})
0.003404754916348694,frozenset({'Ebony Oranges'})
0.003404754916348694,frozenset({'Tri-State Golden Delcious Apples'})
0.003404754916348694,frozenset({'Sunset Toilet Paper'})
0.003404754916348694,frozenset({'Skinner Mango Drink'})
0.003404754916348694,frozenset({'Better Canned Peas'})
0.003404754916348694,frozenset({'Hermanos Almonds'})
0.003404754916348694,frozenset({'BBB Best Tomato Sauce'})
0.003404754916348694,frozenset({'Ebony Dried Mushrooms'})
0.003404754916348694,frozenset({'Tri-State Dried Mushrooms'})
0.003404754916348694,frozenset({'Landslide Creamy Peanut Butter'})
0.003404754916348694,frozenset({'Carrington Waffles'})
0.003404754916348694,frozenset({'Hilltop Childrens Aspirin'})
0.003404754916348694,frozenset({'Hilltop Angled Toothbrush'})
0.003404754916348694,frozenset({'Better Vegetable Soup'})
0.003404754916348694,frozenset({'Horatio Cheese Dip'})
0.003404754916348694,frozenset({'Fort West Dried Apricots'})
0.003404754916348694,frozenset({'Moms Sliced Turkey'})
0.003404754916348694,frozenset({'Fort West Low Fat Popcorn'})
0.003404754916348694,frozenset({'High Top Mushrooms'})
0.003404754916348694,frozenset({'Sunset 75 Watt Lightbulb'})
0.003404754916348694,frozenset({'Bird Call 200 MG Acetominifen'})
0.003404754916348694,frozenset({'Hilltop Multi-Symptom Cold Remedy'})
0.003404754916348694,frozenset({'Just Right Chicken Ramen Soup'})
0.003404754916348694,frozenset({'Discover Spaghetti'})
0.003404754916348694,frozenset({'Johnson Grits'})
0.003404754916348694,frozenset({'Jeffers Grits'})
0.003404754916348694,frozenset({'Hermanos Red Pepper'})
0.0033754035808629293,frozenset({'CDR Salt'})
0.0033754035808629293,frozenset({'Special Corn Puffs'})
0.0033754035808629293,frozenset({'Big Time Frozen Corn'})
0.0033754035808629293,frozenset({'Big Time Frozen Cauliflower'})
0.0033754035808629293,frozenset({'Carlson Jack Cheese'})
0.0033754035808629293,frozenset({'Carlson 2% Milk'})
0.0033754035808629293,frozenset({'Portsmouth Light Beer'})
0.0033754035808629293,frozenset({'Genteel Extra Lean Hamburger'})
0.0033754035808629293,frozenset({'BBB Best Sesame Oil'})
0.0033754035808629293,frozenset({'Nationeel Low Fat Popcorn'})
0.0033754035808629293,frozenset({'Colossal Manicotti'})
0.0033754035808629293,frozenset({'Imagine Frozen Peas'})
0.0033754035808629293,frozenset({'Faux Products Childrens Aspirin'})
0.0033754035808629293,frozenset({'Hermanos Plums'})
0.0033754035808629293,frozenset({'Hermanos Cauliflower'})
0.0033754035808629293,frozenset({'Plato French Roast Coffee'})
0.0033754035808629293,frozenset({'Steady Tartar Control Toothpaste'})
0.0033754035808629293,frozenset({'Cormorant Screw Driver'})
0.0033754035808629293,frozenset({'Horatio Chocolate Donuts'})
0.0033754035808629293,frozenset({'Horatio No Salt Popcorn'})
0.0033754035808629293,frozenset({'High Top Squash'})
0.0033754035808629293,frozenset({'Hermanos Lemons'})
0.0033754035808629293,frozenset({'Plato White Sugar'})
0.0033754035808629293,frozenset({'Steady Angled Toothbrush'})
0.0033754035808629293,frozenset({'Horatio Fudge Cookies'})
0.0033754035808629293,frozenset({'Hermanos Corn on the Cob'})
0.0033754035808629293,frozenset({'Pleasant Canned Peas'})
0.0033754035808629293,frozenset({'Sunset Paper Cups'})
0.0033754035808629293,frozenset({'CDR Creamy Peanut Butter'})
0.0033754035808629293,frozenset({'Tri-State Mixed Nuts'})
0.0033754035808629293,frozenset({'Pleasant Fancy Canned Clams'})
0.0033754035808629293,frozenset({'Bird Call Tartar Control Toothpaste'})
0.0033754035808629293,frozenset({'Plato Hot Chocolate'})
0.0033460522453771647,frozenset({'Hilltop 200 MG Ibuprofen'})
0.0033460522453771647,frozenset({'Nationeel Frosted Cookies'})
0.0033460522453771647,frozenset({'Super Hot Chocolate'})
0.0033460522453771647,frozenset({'Blue Label Chicken Soup'})
0.0033460522453771647,frozenset({'High Quality Large Sponge'})
0.0033460522453771647,frozenset({'Carlson Whole Milk'})
0.0033460522453771647,frozenset({'Gauss Monthly Computer Magazine'})
0.0033460522453771647,frozenset({'Hilltop HCL Nasal Spray'})
0.0033460522453771647,frozenset({'Imagine Frozen Carrots'})
0.0033460522453771647,frozenset({'Big Time Blueberry Waffles'})
0.0033460522453771647,frozenset({'Booker Havarti Cheese'})
0.0033460522453771647,frozenset({'Nationeel Mini Donuts'})
0.0033460522453771647,frozenset({'Booker Jack Cheese'})
0.0033460522453771647,frozenset({'Top Measure White Zinfandel Wine'})
0.0033460522453771647,frozenset({'Booker Strawberry Yogurt'})
0.0033460522453771647,frozenset({'Tell Tale Fuji Apples'})
0.0033460522453771647,frozenset({'Hermanos Beets'})
0.0033460522453771647,frozenset({'BBB Best Decaf Coffee'})
0.0033460522453771647,frozenset({'Super Grape Jam'})
0.0033460522453771647,frozenset({'CDR Corn Oil'})
0.0033460522453771647,frozenset({'Tri-State Tangerines'})
0.0033460522453771647,frozenset({'Symphony Rosy Sunglasses'})
0.0033460522453771647,frozenset({'Pleasant Large Canned Shrimp'})
0.0033460522453771647,frozenset({'Gorilla Chocolate Milk'})
0.0033460522453771647,frozenset({'Cutting Edge Corned Beef'})
0.0033460522453771647,frozenset({'Fort West Mini Donuts'})
0.0033460522453771647,frozenset({'Consolidated Buffered Aspirin'})
0.0033460522453771647,frozenset({'Excel Monthly Home Magazine'})
0.0033460522453771647,frozenset({'Cormorant C-Size Batteries'})
0.0033460522453771647,frozenset({'Cormorant Bees Wax Candles'})
0.0033460522453771647,frozenset({'American Cole Slaw'})
0.0033460522453771647,frozenset({'Moms Foot-Long Hot Dogs'})
0.0033460522453771647,frozenset({'Tri-State Cauliflower'})
0.0033460522453771647,frozenset({'Fabulous Apple Drink'})
0.0033460522453771647,frozenset({'Even Better Chocolate Milk'})
0.0033460522453771647,frozenset({'Discover Manicotti'})
0.0033460522453771647,frozenset({'Musial Mints'})
0.0033460522453771647,frozenset({'Steady Silky Smooth Hair Conditioner'})
0.0033460522453771647,frozenset({'Best Choice Dried Apples'})
0.0033460522453771647,frozenset({'Steady HCL Nasal Spray'})
0.0033460522453771647,frozenset({'Cormorant Scissors'})
0.0033460522453771647,frozenset({'BBB Best Corn Oil'})
0.0033167009098914,frozenset({'Golden Frozen Chicken Wings'})
0.0033167009098914,frozenset({'Horatio Dried Apricots'})
0.0033167009098914,frozenset({'Cormorant AAA-Size Batteries'})
0.0033167009098914,frozenset({'Gulf Coast Semi-Sweet Chocolate Bar'})
0.0033167009098914,frozenset({'Lake Sliced Chicken'})
0.0033167009098914,frozenset({'Sunset Scented Tissue'})
0.0033167009098914,frozenset({'Sphinx Wheat Bread'})
0.0033167009098914,frozenset({'Tell Tale Cantelope'})
0.0033167009098914,frozenset({'Big Time Frozen Pepperoni Pizza'})
0.0033167009098914,frozenset({'Tri-State New Potatos'})
0.0033167009098914,frozenset({'Sunset 100 Watt Lightbulb'})
0.0033167009098914,frozenset({'Atomic Mints'})
0.0033167009098914,frozenset({'Pleasant Noodle Soup'})
0.0033167009098914,frozenset({'Tri-State Sweet Onion'})
0.0033167009098914,frozenset({'Gorilla 2% Milk'})
0.0033167009098914,frozenset({'Gauss Monthly Sports Magazine'})
0.0033167009098914,frozenset({'Sunset Copper Pot Scrubber'})
0.0033167009098914,frozenset({'Nationeel Corn Chips'})
0.0033167009098914,frozenset({'PigTail Chicken TV Dinner'})
0.0033167009098914,frozenset({'Hermanos Shitake Mushrooms'})
0.0033167009098914,frozenset({'Red Wing AAA-Size Batteries'})
0.0033167009098914,frozenset({'Sunset Counter Cleaner'})
0.0033167009098914,frozenset({'Red Wing Room Freshener'})
0.0033167009098914,frozenset({'Blue Label Beef Soup'})
0.0033167009098914,frozenset({'Moms Low Fat Bologna'})
0.0033167009098914,frozenset({'Hermanos Summer Squash'})
0.0033167009098914,frozenset({'Monarch Spaghetti'})
0.0033167009098914,frozenset({'Fast Fondue Mix'})
0.0033167009098914,frozenset({'Sunset Screw Driver'})
0.0033167009098914,frozenset({'Denny Frying Pan'})
0.0033167009098914,frozenset({'Plato Low Fat Apple Butter'})
0.0033167009098914,frozenset({'Fort West Potato Chips'})
0.0033167009098914,frozenset({'Denny AAA-Size Batteries'})
0.0033167009098914,frozenset({'Hermanos Firm Tofu'})
0.0032873495744056356,frozenset({'Tri-State Broccoli'})
0.0032873495744056356,frozenset({'Best Choice Frosted Donuts'})
0.0032873495744056356,frozenset({'Musial Mint Chocolate Bar'})
0.0032873495744056356,frozenset({'Ebony Fancy Plums'})
0.0032873495744056356,frozenset({'Hermanos Baby Onion'})
0.0032873495744056356,frozenset({'Horatio Sugar Cookies'})
0.0032873495744056356,frozenset({'Medalist Thai Rice'})
0.0032873495744056356,frozenset({'Musial Spicy Mints'})
0.0032873495744056356,frozenset({'High Quality 25 Watt Lightbulb'})
0.0032873495744056356,frozenset({'Dollar Monthly Computer Magazine'})
0.0032873495744056356,frozenset({'Ebony Tangerines'})
0.0032873495744056356,frozenset({'Big Time Lime Popsicles'})
0.0032873495744056356,frozenset({'Bravo Fancy Canned Sardines'})
0.0032873495744056356,frozenset({'Ebony Macintosh Apples'})
0.0032873495744056356,frozenset({'Bravo Large Canned Shrimp'})
0.0032873495744056356,frozenset({'Ebony Broccoli'})
0.0032873495744056356,frozenset({'Plato Apple Preserves'})
0.0032873495744056356,frozenset({'Fast Low Fat BBQ Chips'})
0.0032873495744056356,frozenset({'Tell Tale Tomatos'})
0.0032873495744056356,frozenset({'Fast Frosted Cookies'})
0.0032873495744056356,frozenset({'Just Right Canned Yams'})
0.0032873495744056356,frozenset({'Nationeel Chocolate Donuts'})
0.0032873495744056356,frozenset({'Fast Avocado Dip'})
0.0032873495744056356,frozenset({'Fast Apple Fruit Roll'})
0.0032873495744056356,frozenset({'Tell Tale New Potatos'})
0.0032873495744056356,frozenset({'James Bay City Map'})
0.0032873495744056356,frozenset({'Fantastic Rye Bread'})
0.0032873495744056356,frozenset({'Lake Pimento Loaf'})
0.0032873495744056356,frozenset({'Plato Apple Jam'})
0.0032873495744056356,frozenset({'Fort West Beef Jerky'})
0.0032873495744056356,frozenset({'Fort West Cheese Dip'})
0.0032873495744056356,frozenset({'Golden Frozen Corn'})
0.0032873495744056356,frozenset({'High Top Green Pepper'})
0.0032873495744056356,frozenset({'Pearl Light Beer'})
0.0032873495744056356,frozenset({'Plato Corn Oil'})
0.0032873495744056356,frozenset({'Sunset Soft Napkins'})
0.0032873495744056356,frozenset({'Thresher Tasty Candy Bar'})
0.0032873495744056356,frozenset({'Faux Products Conditioning Shampoo'})
0.0032873495744056356,frozenset({'Excellent Cola'})
