,support,itemsets
90,0.006113198055587452,"frozenset({'product_brand_Ebony', 'yearly_income_$10K - $30K'})"
91,0.006463148570397467,"frozenset({'product_brand_Hermanos', 'yearly_income_$10K - $30K'})"
92,0.005735907656807904,"frozenset({'yearly_income_$10K - $30K', 'product_brand_High Top'})"
93,0.005375021188410076,"frozenset({'yearly_income_$10K - $30K', 'product_brand_Nationeel'})"
94,0.0060913261484118264,"frozenset({'yearly_income_$10K - $30K', 'product_brand_Tell Tale'})"
95,0.005998370542915416,"frozenset({'product_brand_Tri-State', 'yearly_income_$10K - $30K'})"
96,0.0948311215367202,"frozenset({'recyclable_N', 'yearly_income_$10K - $30K'})"
97,0.12103913430991399,"frozenset({'yearly_income_$10K - $30K', 'recyclable_Y'})"
98,0.13914907345133226,"frozenset({'low_fat_N', 'yearly_income_$10K - $30K'})"
99,0.07672118239530192,"frozenset({'low_fat_Y', 'yearly_income_$10K - $30K'})"
100,0.020586932629057923,"frozenset({'gender_F', 'yearly_income_$110K - $130K'})"
101,0.024250477080975268,"frozenset({'gender_M', 'yearly_income_$110K - $130K'})"
102,0.01140619959208893,"frozenset({'education_Bachelors Degree', 'yearly_income_$110K - $130K'})"
103,0.007108369832078433,"frozenset({'yearly_income_$110K - $130K', 'education_Graduate Degree'})"
104,0.013041124653466971,"frozenset({'yearly_income_$110K - $130K', 'education_High School Degree'})"
105,0.009897037996970741,"frozenset({'yearly_income_$110K - $130K', 'education_Partial High School'})"
106,0.007430980462918915,"frozenset({'homeowner_N', 'yearly_income_$110K - $130K'})"
107,0.03740642924711428,"frozenset({'homeowner_Y', 'yearly_income_$110K - $130K'})"
108,0.019947179344170864,"frozenset({'recyclable_N', 'yearly_income_$110K - $130K'})"
109,0.024890230365862326,"frozenset({'yearly_income_$110K - $130K', 'recyclable_Y'})"
110,0.02910057249717032,"frozenset({'low_fat_N', 'yearly_income_$110K - $130K'})"
111,0.01573683721286287,"frozenset({'low_fat_Y', 'yearly_income_$110K - $130K'})"
112,0.027427371598234936,"frozenset({'yearly_income_$130K - $150K', 'gender_F'})"
113,0.02690791380281382,"frozenset({'yearly_income_$130K - $150K', 'gender_M'})"
114,0.010241520534986849,"frozenset({'education_Bachelors Degree', 'yearly_income_$130K - $150K'})"
115,0.009104181361854301,"frozenset({'yearly_income_$130K - $150K', 'education_Graduate Degree'})"
116,0.01775452064981436,"frozenset({'yearly_income_$130K - $150K', 'education_High School Degree'})"
117,0.012915361187207122,"frozenset({'yearly_income_$130K - $150K', 'education_Partial High School'})"
118,0.012806001651328992,"frozenset({'homeowner_N', 'yearly_income_$130K - $150K'})"
119,0.041529283749719766,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K'})"
120,0.024206733266624016,"frozenset({'recyclable_N', 'yearly_income_$130K - $150K'})"
121,0.03012855213442474,"frozenset({'yearly_income_$130K - $150K', 'recyclable_Y'})"
122,0.03517549471520043,"frozenset({'yearly_income_$130K - $150K', 'low_fat_N'})"
123,0.01915979068584833,"frozenset({'yearly_income_$130K - $150K', 'low_fat_Y'})"
124,0.009645511064451042,"frozenset({'gender_F', 'yearly_income_$150K +'})"
125,0.00963457511086323,"frozenset({'gender_M', 'yearly_income_$150K +'})"
126,0.005085218418333033,"frozenset({'education_Bachelors Degree', 'yearly_income_$150K +'})"
127,0.006796695154825763,"frozenset({'education_High School Degree', 'yearly_income_$150K +'})"
128,0.015775113050420213,"frozenset({'homeowner_Y', 'yearly_income_$150K +'})"
129,0.0085136398681124,"frozenset({'recyclable_N', 'yearly_income_$150K +'})"
130,0.010766446307201872,"frozenset({'yearly_income_$150K +', 'recyclable_Y'})"
131,0.012428711252549443,"frozenset({'low_fat_N', 'yearly_income_$150K +'})"
132,0.006851374922764828,"frozenset({'low_fat_Y', 'yearly_income_$150K +'})"
133,0.16166620188863917,"frozenset({'gender_F', 'yearly_income_$30K - $50K'})"
134,0.16750600110453132,"frozenset({'gender_M', 'yearly_income_$30K - $50K'})"
135,0.009530683551779006,"frozenset({'education_Bachelors Degree', 'yearly_income_$30K - $50K'})"
136,0.20718164072111678,"frozenset({'education_High School Degree', 'yearly_income_$30K - $50K'})"
137,0.06681867642153727,"frozenset({'education_Partial College', 'yearly_income_$30K - $50K'})"
138,0.044509331102398804,"frozenset({'education_Partial High School', 'yearly_income_$30K - $50K'})"
139,0.14164247086935364,"frozenset({'homeowner_N', 'yearly_income_$30K - $50K'})"
140,0.18752973212381688,"frozenset({'homeowner_Y', 'yearly_income_$30K - $50K'})"
141,0.006392064872076683,"frozenset({'product_brand_BBB Best', 'yearly_income_$30K - $50K'})"
142,0.007540339998797045,"frozenset({'product_brand_Best Choice', 'yearly_income_$30K - $50K'})"
143,0.005118026279096471,"frozenset({'product_brand_Better', 'yearly_income_$30K - $50K'})"
144,0.007037286133757648,"frozenset({'product_brand_Big Time', 'yearly_income_$30K - $50K'})"
145,0.005396893095585702,"frozenset({'product_brand_CDR', 'yearly_income_$30K - $50K'})"
146,0.0069497985050551445,"frozenset({'product_brand_Carrington', 'yearly_income_$30K - $50K'})"
147,0.006840438969177015,"frozenset({'product_brand_Cormorant', 'yearly_income_$30K - $50K'})"
148,0.006195217707496049,"frozenset({'product_brand_Denny', 'yearly_income_$30K - $50K'})"
149,0.009295560549641027,"frozenset({'product_brand_Ebony', 'yearly_income_$30K - $50K'})"
150,0.00726694115910172,"frozenset({'yearly_income_$30K - $50K', 'product_brand_Fast'})"
151,0.007354428787804224,"frozenset({'product_brand_Fort West', 'yearly_income_$30K - $50K'})"
152,0.006359257011313244,"frozenset({'product_brand_Golden', 'yearly_income_$30K - $50K'})"
153,0.009410388062313063,"frozenset({'product_brand_Hermanos', 'yearly_income_$30K - $50K'})"
154,0.006506892384748719,"frozenset({'yearly_income_$30K - $50K', 'product_brand_High Quality'})"
155,0.00884171847574679,"frozenset({'product_brand_High Top', 'yearly_income_$30K - $50K'})"
156,0.007365364741392037,"frozenset({'product_brand_Horatio', 'yearly_income_$30K - $50K'})"
157,0.006659995734978101,"frozenset({'product_brand_Imagine', 'yearly_income_$30K - $50K'})"
158,0.005735907656807904,"frozenset({'product_brand_Landslide', 'yearly_income_$30K - $50K'})"
159,0.00801605397986691,"frozenset({'product_brand_Nationeel', 'yearly_income_$30K - $50K'})"
160,0.006107730078793546,"frozenset({'yearly_income_$30K - $50K', 'product_brand_PigTail'})"
161,0.005910882914212912,"frozenset({'product_brand_Plato', 'yearly_income_$30K - $50K'})"
162,0.007245069251926095,"frozenset({'product_brand_Red Wing', 'yearly_income_$30K - $50K'})"
163,0.007009946249788116,"frozenset({'product_brand_Sunset', 'yearly_income_$30K - $50K'})"
164,0.006681867642153727,"frozenset({'product_brand_Super', 'yearly_income_$30K - $50K'})"
165,0.008945610034831013,"frozenset({'product_brand_Tell Tale', 'yearly_income_$30K - $50K'})"
166,0.009202604944144616,"frozenset({'product_brand_Tri-State', 'yearly_income_$30K - $50K'})"
167,0.1439772969603517,"frozenset({'recyclable_N', 'yearly_income_$30K - $50K'})"
168,0.1851949060328188,"frozenset({'yearly_income_$30K - $50K', 'recyclable_Y'})"
169,0.21305424779777235,"frozenset({'low_fat_N', 'yearly_income_$30K - $50K'})"
170,0.11611795519539815,"frozenset({'low_fat_Y', 'yearly_income_$30K - $50K'})"
171,0.09026536091380828,"frozenset({'yearly_income_$50K - $70K', 'gender_F'})"
172,0.07912162420782687,"frozenset({'gender_M', 'yearly_income_$50K - $70K'})"
173,0.13187666431543665,"frozenset({'education_Bachelors Degree', 'yearly_income_$50K - $70K'})"
174,0.015447034442785825,"frozenset({'yearly_income_$50K - $70K', 'education_High School Degree'})"
175,0.010547727235445612,"frozenset({'education_Partial College', 'yearly_income_$50K - $70K'})"
176,0.010383687931628418,"frozenset({'yearly_income_$50K - $70K', 'education_Partial High School'})"
177,0.07601581338888798,"frozenset({'homeowner_N', 'yearly_income_$50K - $70K'})"
178,0.09337117173274717,"frozenset({'homeowner_Y', 'yearly_income_$50K - $70K'})"
179,0.0051781740238294426,"frozenset({'product_brand_Hermanos', 'yearly_income_$50K - $70K'})"
180,0.07444103607224291,"frozenset({'recyclable_N', 'yearly_income_$50K - $70K'})"
181,0.09494594904939223,"frozenset({'yearly_income_$50K - $70K', 'recyclable_Y'})"
182,0.11004850095416195,"frozenset({'low_fat_N', 'yearly_income_$50K - $70K'})"
183,0.05933848416747319,"frozenset({'yearly_income_$50K - $70K', 'low_fat_Y'})"
184,0.07078842757391338,"frozenset({'yearly_income_$70K - $90K', 'gender_F'})"
185,0.052219178381806945,"frozenset({'yearly_income_$70K - $90K', 'gender_M'})"
186,0.07335290869025551,"frozenset({'education_Bachelors Degree', 'yearly_income_$70K - $90K'})"
187,0.022883482882498647,"frozenset({'yearly_income_$70K - $90K', 'education_Graduate Degree'})"
188,0.014993192368891586,"frozenset({'yearly_income_$70K - $90K', 'education_High School Degree'})"
189,0.008661275241547875,"frozenset({'yearly_income_$70K - $90K', 'education_Partial High School'})"
190,0.05165050879524067,"frozenset({'yearly_income_$70K - $90K', 'homeowner_N'})"
191,0.07135709716047965,"frozenset({'homeowner_Y', 'yearly_income_$70K - $90K'})"
192,0.05404548263097171,"frozenset({'yearly_income_$70K - $90K', 'recyclable_N'})"
193,0.0689621233247486,"frozenset({'yearly_income_$70K - $90K', 'recyclable_Y'})"
194,0.07972856963195048,"frozenset({'yearly_income_$70K - $90K', 'low_fat_N'})"
195,0.043279036323769844,"frozenset({'yearly_income_$70K - $90K', 'low_fat_Y'})"
196,0.021702399895014844,"frozenset({'gender_F', 'yearly_income_$90K - $110K'})"
197,0.022407768901428784,"frozenset({'gender_M', 'yearly_income_$90K - $110K'})"
198,0.008896398243685854,"frozenset({'education_Bachelors Degree', 'yearly_income_$90K - $110K'})"
199,0.007988714095897378,"frozenset({'education_Graduate Degree', 'yearly_income_$90K - $110K'})"
200,0.011685066408578162,"frozenset({'education_High School Degree', 'yearly_income_$90K - $110K'})"
201,0.012390435414992098,"frozenset({'yearly_income_$90K - $110K', 'education_Partial High School'})"
202,0.009109649338648208,"frozenset({'homeowner_N', 'yearly_income_$90K - $110K'})"
203,0.03500051945779542,"frozenset({'homeowner_Y', 'yearly_income_$90K - $110K'})"
204,0.019389445711192402,"frozenset({'recyclable_N', 'yearly_income_$90K - $110K'})"
205,0.024720723085251226,"frozenset({'yearly_income_$90K - $110K', 'recyclable_Y'})"
206,0.028624858516100457,"frozenset({'low_fat_N', 'yearly_income_$90K - $110K'})"
207,0.015485310280343171,"frozenset({'low_fat_Y', 'yearly_income_$90K - $110K'})"
208,0.13319991469956202,"frozenset({'education_Bachelors Degree', 'gender_F'})"
209,0.028630326492894365,"frozenset({'gender_F', 'education_Graduate Degree'})"
210,0.1493741900559374,"frozenset({'gender_F', 'education_High School Degree'})"
211,0.047013664474007975,"frozenset({'education_Partial College', 'gender_F'})"
212,0.15221753798876878,"frozenset({'gender_F', 'education_Partial High School'})"
213,0.20464996746553807,"frozenset({'homeowner_N', 'gender_F'})"
214,0.30578566624563247,"frozenset({'homeowner_Y', 'gender_F'})"
215,0.009765806553916985,"frozenset({'gender_F', 'product_brand_BBB Best'})"
216,0.011805361898044105,"frozenset({'gender_F', 'product_brand_Best Choice'})"
217,0.007966842188721752,"frozenset({'product_brand_Better', 'gender_F'})"
218,0.011023441216515478,"frozenset({'gender_F', 'product_brand_Big Time'})"
219,0.006146005916350891,"frozenset({'product_brand_Bird Call', 'gender_F'})"
220,0.0069607344586429575,"frozenset({'product_brand_Blue Label', 'gender_F'})"
221,0.006687335618947634,"frozenset({'gender_F', 'product_brand_Booker'})"
222,0.007102901855284526,"frozenset({'product_brand_Bravo', 'gender_F'})"
223,0.008644871311166155,"frozenset({'gender_F', 'product_brand_CDR'})"
224,0.007163049600017498,"frozenset({'gender_F', 'product_brand_Carlson'})"
225,0.010946889541400787,"frozenset({'gender_F', 'product_brand_Carrington'})"
226,0.0059929025661215095,"frozenset({'product_brand_Club', 'gender_F'})"
227,0.006348321057725431,"frozenset({'gender_F', 'product_brand_Consolidated'})"
228,0.010279796372544194,"frozenset({'gender_F', 'product_brand_Cormorant'})"
229,0.009847826205825583,"frozenset({'gender_F', 'product_brand_Denny'})"
230,0.014435458735913126,"frozenset({'product_brand_Ebony', 'gender_F'})"
231,0.006588912036657317,"frozenset({'gender_F', 'product_brand_Even Better'})"
232,0.0115483669887305,"frozenset({'gender_F', 'product_brand_Fast'})"
233,0.0059491587517702576,"frozenset({'gender_F', 'product_brand_Faux Products'})"
234,0.011701470338959881,"frozenset({'gender_F', 'product_brand_Fort West'})"
235,0.00996265371849762,"frozenset({'product_brand_Golden', 'gender_F'})"
236,0.006331917127343711,"frozenset({'product_brand_Gorilla', 'gender_F'})"
237,0.014922108670570802,"frozenset({'product_brand_Hermanos', 'gender_F'})"
238,0.010044673370406217,"frozenset({'gender_F', 'product_brand_High Quality'})"
239,0.01397614868522498,"frozenset({'gender_F', 'product_brand_High Top'})"
240,0.006670931688565914,"frozenset({'gender_F', 'product_brand_Hilltop'})"
241,0.011685066408578162,"frozenset({'gender_F', 'product_brand_Horatio'})"
242,0.010143096952696534,"frozenset({'product_brand_Imagine', 'gender_F'})"
243,0.006851374922764828,"frozenset({'product_brand_Just Right', 'gender_F'})"
244,0.009240880781701962,"frozenset({'product_brand_Landslide', 'gender_F'})"
245,0.01175068213010504,"frozenset({'gender_F', 'product_brand_Nationeel'})"
246,0.00971112678597792,"frozenset({'gender_F', 'product_brand_PigTail'})"
247,0.009268220665671494,"frozenset({'product_brand_Plato', 'gender_F'})"
248,0.0069388625514673315,"frozenset({'gender_F', 'product_brand_Pleasant'})"
249,0.010700830585674994,"frozenset({'gender_F', 'product_brand_Red Wing'})"
250,0.006129601985969172,"frozenset({'gender_F', 'product_brand_Steady'})"
251,0.011198416473920485,"frozenset({'product_brand_Sunset', 'gender_F'})"
252,0.010011865509642778,"frozenset({'gender_F', 'product_brand_Super'})"
253,0.014090976197897016,"frozenset({'gender_F', 'product_brand_Tell Tale'})"
254,0.014134720012248268,"frozenset({'product_brand_Tri-State', 'gender_F'})"
255,0.2236293149171875,"frozenset({'recyclable_N', 'gender_F'})"
256,0.28680631879398305,"frozenset({'gender_F', 'recyclable_Y'})"
257,0.3307688522169912,"frozenset({'low_fat_N', 'gender_F'})"
258,0.17966678149417933,"frozenset({'low_fat_Y', 'gender_F'})"
259,0.12236785267083326,"frozenset({'education_Bachelors Degree', 'gender_M'})"
260,0.02270850762509364,"frozenset({'gender_M', 'education_Graduate Degree'})"
261,0.1460004483740971,"frozenset({'gender_M', 'education_High School Degree'})"
262,0.04633016737476966,"frozenset({'gender_M', 'education_Partial College'})"
263,0.1521573902440358,"frozenset({'gender_M', 'education_Partial High School'})"
264,0.19081598617695467,"frozenset({'homeowner_N', 'gender_M'})"
265,0.2987483801118748,"frozenset({'homeowner_Y', 'gender_M'})"
266,0.009448663899870409,"frozenset({'gender_M', 'product_brand_BBB Best'})"
267,0.011258564218653457,"frozenset({'gender_M', 'product_brand_Best Choice'})"
268,0.007469256300476261,"frozenset({'product_brand_Better', 'gender_M'})"
269,0.009842358229031676,"frozenset({'gender_M', 'product_brand_Big Time'})"
270,0.005708567772838372,"frozenset({'product_brand_Bird Call', 'gender_M'})"
271,0.006594380013451223,"frozenset({'product_brand_Blue Label', 'gender_M'})"
272,0.006342853080931524,"frozenset({'gender_M', 'product_brand_Booker'})"
273,0.006479552500779187,"frozenset({'gender_M', 'product_brand_Bravo'})"
274,0.00818556126047801,"frozenset({'gender_M', 'product_brand_CDR'})"
275,0.006856842899558734,"frozenset({'gender_M', 'product_brand_Carlson'})"
276,0.010329008163689353,"frozenset({'gender_M', 'product_brand_Carrington'})"
277,0.005692163842456652,"frozenset({'product_brand_Club', 'gender_M'})"
278,0.005768715517571343,"frozenset({'gender_M', 'product_brand_Consolidated'})"
279,0.010192308743841692,"frozenset({'gender_M', 'product_brand_Cormorant'})"
280,0.009749402623535266,"frozenset({'gender_M', 'product_brand_Denny'})"
281,0.014205803710569053,"frozenset({'gender_M', 'product_brand_Ebony'})"
282,0.0060475823340605745,"frozenset({'gender_M', 'product_brand_Even Better'})"
283,0.010853933935904376,"frozenset({'gender_M', 'product_brand_Fast'})"
284,0.00577418349436525,"frozenset({'gender_M', 'product_brand_Faux Products'})"
285,0.010760978330407966,"frozenset({'gender_M', 'product_brand_Fort West'})"
286,0.009448663899870409,"frozenset({'product_brand_Golden', 'gender_M'})"
287,0.0059382227981824446,"frozenset({'product_brand_Gorilla', 'gender_M'})"
288,0.01428782336247765,"frozenset({'product_brand_Hermanos', 'gender_M'})"
289,0.009514279621397287,"frozenset({'gender_M', 'product_brand_High Quality'})"
290,0.013035656676673064,"frozenset({'gender_M', 'product_brand_High Top'})"
291,0.006747483363680604,"frozenset({'gender_M', 'product_brand_Hilltop'})"
292,0.01125309624185955,"frozenset({'gender_M', 'product_brand_Horatio'})"
293,0.00972753071635964,"frozenset({'gender_M', 'product_brand_Imagine'})"
294,0.007135709716047965,"frozenset({'product_brand_Just Right', 'gender_M'})"
295,0.008639403334372249,"frozenset({'product_brand_Landslide', 'gender_M'})"
296,0.0050469425807756875,"frozenset({'gender_M', 'product_brand_Moms'})"
297,0.012352159577434754,"frozenset({'gender_M', 'product_brand_Nationeel'})"
298,0.009246348758495868,"frozenset({'gender_M', 'product_brand_PigTail'})"
299,0.00906043754750305,"frozenset({'gender_M', 'product_brand_Plato'})"
300,0.0070810299481089,"frozenset({'gender_M', 'product_brand_Pleasant'})"
301,0.010460239606743109,"frozenset({'gender_M', 'product_brand_Red Wing'})"
302,0.006725611456504978,"frozenset({'gender_M', 'product_brand_Steady'})"
303,0.010416495792391857,"frozenset({'gender_M', 'product_brand_Sunset'})"
304,0.009771274530710892,"frozenset({'gender_M', 'product_brand_Super'})"
305,0.013861321172552944,"frozenset({'gender_M', 'product_brand_Tell Tale'})"
306,0.013746493659880907,"frozenset({'product_brand_Tri-State', 'gender_M'})"
307,0.2157226204731987,"frozenset({'recyclable_N', 'gender_M'})"
308,0.27384174581563075,"frozenset({'gender_M', 'recyclable_Y'})"
309,0.3165411765992465,"frozenset({'low_fat_N', 'gender_M'})"
310,0.17302318968958297,"frozenset({'gender_M', 'low_fat_Y'})"
311,0.1082386006353789,"frozenset({'education_Bachelors Degree', 'homeowner_N'})"
312,0.14732916673501636,"frozenset({'homeowner_Y', 'education_Bachelors Degree'})"
313,0.006031178403678855,"frozenset({'education_Bachelors Degree', 'product_brand_Best Choice'})"
314,0.005506252631463832,"frozenset({'education_Bachelors Degree', 'product_brand_Big Time'})"
315,0.005424232979555235,"frozenset({'education_Bachelors Degree', 'product_brand_Carrington'})"
316,0.005303937490089292,"frozenset({'education_Bachelors Degree', 'product_brand_Cormorant'})"
317,0.007409108555743289,"frozenset({'education_Bachelors Degree', 'product_brand_Ebony'})"
318,0.005965562682151977,"frozenset({'education_Bachelors Degree', 'product_brand_Fast'})"
319,0.005768715517571343,"frozenset({'education_Bachelors Degree', 'product_brand_Fort West'})"
320,0.007420044509331102,"frozenset({'education_Bachelors Degree', 'product_brand_Hermanos'})"
321,0.007042754110551555,"frozenset({'education_Bachelors Degree', 'product_brand_High Top'})"
322,0.006113198055587452,"frozenset({'education_Bachelors Degree', 'product_brand_Horatio'})"
323,0.0060803901948240134,"frozenset({'education_Bachelors Degree', 'product_brand_Nationeel'})"
324,0.0050688144879513135,"frozenset({'education_Bachelors Degree', 'product_brand_PigTail'})"
325,0.0052875335597075725,"frozenset({'education_Bachelors Degree', 'product_brand_Red Wing'})"
326,0.005533592515433365,"frozenset({'education_Bachelors Degree', 'product_brand_Sunset'})"
327,0.0050360066271878745,"frozenset({'education_Bachelors Degree', 'product_brand_Super'})"
328,0.007228665321544376,"frozenset({'education_Bachelors Degree', 'product_brand_Tell Tale'})"
329,0.007321620927040785,"frozenset({'education_Bachelors Degree', 'product_brand_Tri-State'})"
330,0.11245987872027471,"frozenset({'education_Bachelors Degree', 'recyclable_N'})"
331,0.14310788865012056,"frozenset({'education_Bachelors Degree', 'recyclable_Y'})"
332,0.16560861315704575,"frozenset({'education_Bachelors Degree', 'low_fat_N'})"
333,0.08995915421334952,"frozenset({'education_Bachelors Degree', 'low_fat_Y'})"
334,0.015572797909045675,"frozenset({'homeowner_N', 'education_Graduate Degree'})"
335,0.03576603620894233,"frozenset({'homeowner_Y', 'education_Graduate Degree'})"
336,0.022834271091353487,"frozenset({'recyclable_N', 'education_Graduate Degree'})"
337,0.028504563026634514,"frozenset({'education_Graduate Degree', 'recyclable_Y'})"
338,0.033436678094738166,"frozenset({'low_fat_N', 'education_Graduate Degree'})"
339,0.01790215602324984,"frozenset({'low_fat_Y', 'education_Graduate Degree'})"
340,0.11757243702257728,"frozenset({'homeowner_N', 'education_High School Degree'})"
341,0.17780220140745723,"frozenset({'homeowner_Y', 'education_High School Degree'})"
342,0.005746843610395717,"frozenset({'product_brand_BBB Best', 'education_High School Degree'})"
343,0.006621719897420756,"frozenset({'product_brand_Best Choice', 'education_High School Degree'})"
344,0.006282705336198553,"frozenset({'education_High School Degree', 'product_brand_Big Time'})"
345,0.006206153661083862,"frozenset({'product_brand_Carrington', 'education_High School Degree'})"
346,0.006337385104137618,"frozenset({'education_High School Degree', 'product_brand_Cormorant'})"
347,0.005670291935281026,"frozenset({'product_brand_Denny', 'education_High School Degree'})"
348,0.008333196633913485,"frozenset({'product_brand_Ebony', 'education_High School Degree'})"
349,0.006594380013451223,"frozenset({'education_High School Degree', 'product_brand_Fast'})"
350,0.006665463711772008,"frozenset({'product_brand_Fort West', 'education_High School Degree'})"
351,0.005703099796044465,"frozenset({'product_brand_Golden', 'education_High School Degree'})"
352,0.008344132587501298,"frozenset({'product_brand_Hermanos', 'education_High School Degree'})"
353,0.005642952051311494,"frozenset({'education_High School Degree', 'product_brand_High Quality'})"
354,0.00840428033223427,"frozenset({'product_brand_High Top', 'education_High School Degree'})"
355,0.006567040129481691,"frozenset({'product_brand_Horatio', 'education_High School Degree'})"
356,0.0060694542412362005,"frozenset({'product_brand_Imagine', 'education_High School Degree'})"
357,0.0052984695132953855,"frozenset({'product_brand_Landslide', 'education_High School Degree'})"
358,0.007048222087345461,"frozenset({'product_brand_Nationeel', 'education_High School Degree'})"
