support,itemsets
0.003967204443268976,frozenset({'Modell Blueberry Muffins'})
0.003967204443268976,frozenset({'Tell Tale Sweet Onion'})
0.003967204443268976,frozenset({'Landslide Pepper'})
0.003967204443268976,frozenset({'Imagine Turkey TV Dinner'})
0.003967204443268976,frozenset({'Token Diet Cola'})
0.003967204443268976,frozenset({'Landslide Decaf Coffee'})
0.003967204443268976,frozenset({'Thresher Malted Milk Balls'})
0.003967204443268976,frozenset({'Jumbo Egg Substitute'})
0.003967204443268976,frozenset({'Jumbo Large Eggs'})
0.003967204443268976,frozenset({'Thresher Mints'})
0.003967204443268976,frozenset({'Just Right Canned Tuna in Oil'})
0.003967204443268976,frozenset({'Just Right Canned Yams'})
0.003967204443268976,frozenset({'Hilltop Buffered Aspirin'})
0.003967204443268976,frozenset({'High Top Potatos'})
0.003967204443268976,frozenset({'Tell Tale Golden Delcious Apples'})
0.003967204443268976,frozenset({'Pearl Chablis Wine'})
0.003967204443268976,frozenset({'Top Measure Light Wine'})
0.003967204443268976,frozenset({'Portsmouth Imported Beer'})
0.003967204443268976,frozenset({'Hermanos Mandarin Oranges'})
0.003967204443268976,frozenset({'Plato Low Fat Apple Butter'})
0.003967204443268976,frozenset({'PigTail Frozen Cauliflower'})
0.003967204443268976,frozenset({'High Quality 25 Watt Lightbulb'})
0.003967204443268976,frozenset({'High Quality Copper Cleaner'})
0.003967204443268976,frozenset({'High Quality Frying Pan'})
0.003967204443268976,frozenset({'Fabulous Diet Soda'})
0.003967204443268976,frozenset({'High Quality Glass Cleaner'})
0.003967204443268976,frozenset({'Nationeel Sesame Crackers'})
0.003967204443268976,frozenset({'High Quality Toilet Paper'})
0.003967204443268976,frozenset({'High Top Asparagus'})
0.003967204443268976,frozenset({'High Top Baby Onion'})
0.003967204443268976,frozenset({'Nationeel Salted Pretzels'})
0.003967204443268976,frozenset({'Nationeel Salsa Dip'})
0.003967204443268976,frozenset({'Just Right Fancy Canned Sardines'})
0.003967204443268976,frozenset({'Washington Orange Juice'})
0.003967204443268976,frozenset({'Carrington Lemon Popsicles'})
0.003967204443268976,frozenset({'Ebony Fuji Apples'})
0.003967204443268976,frozenset({'Blue Medal Large Eggs'})
0.003967204443268976,frozenset({'Carlson Blueberry Yogurt'})
0.003967204443268976,frozenset({'Better Canned Peas'})
0.003967204443268976,frozenset({'Club Large Curd Cottage Cheese'})
0.003967204443268976,frozenset({'Even Better Head Cheese'})
0.003967204443268976,frozenset({'Denny Room Freshener'})
0.003967204443268976,frozenset({'Denny Scented Toilet Tissue'})
0.003967204443268976,frozenset({'Dual City Lox'})
0.003967204443268976,frozenset({'Bird Call Buffered Aspirin'})
0.003967204443268976,frozenset({'Carlson Mild Cheddar Cheese'})
0.003967204443268976,frozenset({'Carrington Frozen Peas'})
0.003967204443268976,frozenset({'Carrington Apple Cinnamon Waffles'})
0.003967204443268976,frozenset({'Big Time Frozen Pepperoni Pizza'})
0.003967204443268976,frozenset({'Ebony Plums'})
0.003967204443268976,frozenset({'Big Time Ice Cream'})
0.003967204443268976,frozenset({'Best Choice Salted Pretzels'})
0.003967204443268976,frozenset({'Best Choice Strawberry Fruit Roll'})
0.003967204443268976,frozenset({'Denny Soft Napkins'})
0.003967204443268976,frozenset({'BBB Best Creamy Peanut Butter'})
0.003967204443268976,frozenset({'Cormorant 25 Watt Lightbulb'})
0.003967204443268976,frozenset({'CDR Canola Oil'})
0.003967204443268976,frozenset({'BBB Best Canola Oil'})
0.003967204443268976,frozenset({'Cormorant Tissues'})
0.003967204443268976,frozenset({'Consolidated Angled Toothbrush'})
0.003967204443268976,frozenset({'BBB Best Corn Oil'})
0.003967204443268976,frozenset({'Ebony Dried Mushrooms'})
0.003967204443268976,frozenset({'Ebony Broccoli'})
0.003967204443268976,frozenset({'Ebony Firm Tofu'})
0.003967204443268976,frozenset({'Amigo Scallops'})
0.003967204443268976,frozenset({'American Pimento Loaf'})
0.0037027241470510446,frozenset({'CDR Apple Butter'})
0.0037027241470510446,frozenset({'Bravo Creamed Corn'})
0.0037027241470510446,frozenset({'Carrington Frozen Cauliflower'})
0.0037027241470510446,frozenset({'Landslide Strawberry Preserves'})
0.0037027241470510446,frozenset({'Pearl Chardonnay'})
0.0037027241470510446,frozenset({'Nationeel Frosted Donuts'})
0.0037027241470510446,frozenset({'Carlson Chocolate Milk'})
0.0037027241470510446,frozenset({'Monarch Ravioli'})
0.0037027241470510446,frozenset({'Fabulous Cranberry Juice'})
0.0037027241470510446,frozenset({'Moms Foot-Long Hot Dogs'})
0.0037027241470510446,frozenset({'CDR Low Fat Apple Butter'})
0.0037027241470510446,frozenset({'Lake Turkey Hot Dogs'})
0.0037027241470510446,frozenset({'CDR Decaf Coffee'})
0.0037027241470510446,frozenset({'Monarch Manicotti'})
0.0037027241470510446,frozenset({'Carlson Cheese Spread'})
0.0037027241470510446,frozenset({'Fabulous Cola'})
0.0037027241470510446,frozenset({'Lake Potato Salad'})
0.0037027241470510446,frozenset({'Carrington Frozen Corn'})
0.0037027241470510446,frozenset({'High Quality Silver Cleaner'})
0.0037027241470510446,frozenset({'High Quality Toilet Bowl Cleaner'})
0.0037027241470510446,frozenset({'High Top Dried Mushrooms'})
0.0037027241470510446,frozenset({'Hilltop 200 MG Acetominifen'})
0.0037027241470510446,frozenset({'Consolidated Childrens Aspirin'})
0.0037027241470510446,frozenset({'Colossal Manicotti'})
0.0037027241470510446,frozenset({'Horatio Frosted Donuts'})
0.0037027241470510446,frozenset({'Imagine Frozen Cauliflower'})
0.0037027241470510446,frozenset({'Imagine Frozen Mushroom Pizza'})
0.0037027241470510446,frozenset({'Imagine Frozen Peas'})
0.0037027241470510446,frozenset({'Imagine Ice Cream'})
0.0037027241470510446,frozenset({'Imagine Lime Popsicles'})
0.0037027241470510446,frozenset({'Club Mild Cheddar Cheese'})
0.0037027241470510446,frozenset({'Imagine Waffles'})
0.0037027241470510446,frozenset({'James Bay City Map'})
0.0037027241470510446,frozenset({'Club Low Fat Sour Cream'})
0.0037027241470510446,frozenset({'Choice Mint Chocolate Bar'})
0.0037027241470510446,frozenset({'Just Right Canned Tuna in Water'})
0.0037027241470510446,frozenset({'Carrington Turkey TV Dinner'})
0.0037027241470510446,frozenset({'Carrington Orange Popsicles'})
0.0037027241470510446,frozenset({'Plato Chunky Peanut Butter'})
0.0037027241470510446,frozenset({'Carrington Frozen Sausage Pizza'})
0.0037027241470510446,frozenset({'Kiwi Lox'})
0.0037027241470510446,frozenset({'PigTail Home Style French Fries'})
0.0037027241470510446,frozenset({'Booker Mild Cheddar Cheese'})
0.0037027241470510446,frozenset({'Plato Extra Chunky Peanut Butter'})
0.0037027241470510446,frozenset({'Plato Grape Preserves'})
0.0037027241470510446,frozenset({'Big Time Beef TV Dinner'})
0.0037027241470510446,frozenset({'Big City Canned Mixed Fruit'})
0.0037027241470510446,frozenset({'Super Apple Jam'})
0.0037027241470510446,frozenset({'Better Fancy Canned Oysters'})
0.0037027241470510446,frozenset({'Better Canned Tomatos'})
0.0037027241470510446,frozenset({'Better Canned String Beans'})
0.0037027241470510446,frozenset({'Tell Tale Elephant Garlic'})
0.0037027241470510446,frozenset({'Tell Tale Garlic'})
0.0037027241470510446,frozenset({'Best Oatmeal'})
0.0037027241470510446,frozenset({'Best Corn Puffs'})
0.0037027241470510446,frozenset({'Tell Tale Prepared Salad'})
0.0037027241470510446,frozenset({'Tell Tale Shitake Mushrooms'})
0.0037027241470510446,frozenset({'Tell Tale Squash'})
0.0037027241470510446,frozenset({'Best Choice Low Fat Cookies'})
0.0037027241470510446,frozenset({'Token Cream Soda'})
0.0037027241470510446,frozenset({'Token Mango Drink'})
0.0037027241470510446,frozenset({'BBB Best French Roast Coffee'})
0.0037027241470510446,frozenset({'Tri-State Canned Peanuts'})
0.0037027241470510446,frozenset({'Tri-State Garlic'})
0.0037027241470510446,frozenset({'Tri-State Lettuce'})
0.0037027241470510446,frozenset({'Tri-State Mandarin Oranges'})
0.0037027241470510446,frozenset({'Tri-State New Potatos'})
0.0037027241470510446,frozenset({'Tri-State Onions'})
0.0037027241470510446,frozenset({'Atomic Malted Milk Balls'})
0.0037027241470510446,frozenset({'Atomic Bubble Gum'})
0.0037027241470510446,frozenset({'Big Time Blueberry Waffles'})
0.0037027241470510446,frozenset({'Sunset Screw Driver'})
0.0037027241470510446,frozenset({'Big Time Frozen Broccoli'})
0.0037027241470510446,frozenset({'Red Wing Economy Toilet Brush'})
0.0037027241470510446,frozenset({'Plato Oregano'})
0.0037027241470510446,frozenset({'Pleasant Canned String Beans'})
0.0037027241470510446,frozenset({'Booker Strawberry Yogurt'})
0.0037027241470510446,frozenset({'Booker Sour Cream'})
0.0037027241470510446,frozenset({'High Quality Paper Plates'})
0.0037027241470510446,frozenset({'Pleasant Noodle Soup'})
0.0037027241470510446,frozenset({'Booker Buttermilk'})
0.0037027241470510446,frozenset({'Red Spade Chicken Hot Dogs'})
0.0037027241470510446,frozenset({'Red Wing 75 Watt Lightbulb'})
0.0037027241470510446,frozenset({'Red Wing AAA-Size Batteries'})
0.0037027241470510446,frozenset({'Blue Label Canned Tomatos'})
0.0037027241470510446,frozenset({'Red Wing Plastic Spoons'})
0.0037027241470510446,frozenset({'Sunset Paper Towels'})
0.0037027241470510446,frozenset({'Red Wing Scented Toilet Tissue'})
0.0037027241470510446,frozenset({'Bird Call Laundry Detergent'})
0.0037027241470510446,frozenset({'Bird Call 200 MG Acetominifen'})
0.0037027241470510446,frozenset({'Skinner Diet Soda'})
0.0037027241470510446,frozenset({'Sphinx White Bread'})
0.0037027241470510446,frozenset({'Steady 200 MG Acetominifen'})
0.0037027241470510446,frozenset({'Steady Childrens Aspirin'})
0.0037027241470510446,frozenset({'Steady Extra Moisture Shampoo'})
0.0037027241470510446,frozenset({'Big Time Frozen Sausage Pizza'})
0.0037027241470510446,frozenset({'Big Time Frozen Corn'})
0.0037027241470510446,frozenset({'Big Time Frozen Chicken Breast'})
0.0037027241470510446,frozenset({'High Quality Paper Towels'})
0.0037027241470510446,frozenset({'Carlson Buttermilk'})
0.0037027241470510446,frozenset({'Golden Frozen Cauliflower'})
0.0037027241470510446,frozenset({'Excellent Apple Drink'})
0.0037027241470510446,frozenset({'Ebony Golden Delcious Apples'})
0.0037027241470510446,frozenset({'High Quality 60 Watt Lightbulb'})
0.0037027241470510446,frozenset({'Excellent Cranberry Juice'})
0.0037027241470510446,frozenset({'Good Chardonnay'})
0.0037027241470510446,frozenset({'Gauss Monthly Auto Magazine'})
0.0037027241470510446,frozenset({'Gauss Monthly Computer Magazine'})
0.0037027241470510446,frozenset({'Fantastic Blueberry Muffins'})
0.0037027241470510446,frozenset({'Fast Dried Apples'})
0.0037027241470510446,frozenset({'Fantastic English Muffins'})
0.0037027241470510446,frozenset({'Golden Low Fat Waffles'})
0.0037027241470510446,frozenset({'Gulf Coast Tasty Candy Bar'})
0.0037027241470510446,frozenset({'Gauss Monthly Fashion Magazine'})
0.0037027241470510446,frozenset({'High Quality AAA-Size Batteries'})
0.0037027241470510446,frozenset({'Denny 100 Watt Lightbulb'})
0.0037027241470510446,frozenset({'Hermanos Canned Peanuts'})
0.0037027241470510446,frozenset({'Golden Blueberry Waffles'})
0.0037027241470510446,frozenset({'Gorilla Sour Cream'})
0.0037027241470510446,frozenset({'Denny D-Size Batteries'})
0.0037027241470510446,frozenset({'Golden Lime Popsicles'})
0.0037027241470510446,frozenset({'Golden Frozen Peas'})
0.0037027241470510446,frozenset({'Fast Apple Fruit Roll'})
0.0037027241470510446,frozenset({'Faux Products Laundry Detergent'})
0.0037027241470510446,frozenset({'Faux Products Apricot Shampoo'})
0.0037027241470510446,frozenset({'Golden Ice Cream Sandwich'})
0.0037027241470510446,frozenset({'Ebony Tangerines'})
0.0037027241470510446,frozenset({'Fort West Apple Fruit Roll'})
0.0037027241470510446,frozenset({'Gorilla Head Cheese'})
0.0037027241470510446,frozenset({'Fast Strawberry Fruit Roll'})
0.0037027241470510446,frozenset({'Fort West Golden Raisins'})
0.0037027241470510446,frozenset({'Fort West Fondue Mix'})
0.0037027241470510446,frozenset({'Fast No Salt Popcorn'})
0.0037027241470510446,frozenset({'Fabulous Berry Juice'})
0.0037027241470510446,frozenset({'Excellent Diet Soda'})
0.0037027241470510446,frozenset({'Ebony Party Nuts'})
0.0037027241470510446,frozenset({'Ebony Baby Onion'})
0.0037027241470510446,frozenset({'Cutting Edge Low Fat Cole Slaw'})
0.0037027241470510446,frozenset({'Fast Raisins'})
0.0037027241470510446,frozenset({'Even Better Sharp Cheddar Cheese'})
0.0037027241470510446,frozenset({'Fast Frosted Donuts'})
0.0037027241470510446,frozenset({'Fort West Cheese Dip'})
